,MonthlyCharges,Churn,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
295,20.25,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
296,76.05,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
297,100.8,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
298,74.55,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
299,73.6,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
300,64.9,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
301,95.45,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
302,90.4,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
303,60.3,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
304,81.85,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
305,24.8,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
306,74.9,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
307,75.55,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
308,101.15,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
309,78.75,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
310,19.25,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
311,89.05,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
312,115.05,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
313,69.35,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
314,80.6,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
315,110.05,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
316,19.9,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
317,80.3,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
318,93.15,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
319,91.5,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
320,82.45,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
321,60.0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
322,44.8,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
323,48.6,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
324,60.05,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
325,102.7,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
326,82.9,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
327,70.35,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
328,35.9,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
329,82.65,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
330,19.85,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
331,19.2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
332,94.9,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
333,73.85,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
334,80.6,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
335,75.8,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
336,104.6,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
337,88.15,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
338,94.8,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
339,103.4,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
340,54.65,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
341,85.75,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
342,67.45,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
343,20.5,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
344,20.25,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
345,72.1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
346,90.4,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
347,19.45,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
348,44.95,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
349,97.0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
350,62.8,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
351,44.6,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
352,89.15,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
353,84.8,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
354,41.9,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
355,80.25,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
356,54.1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
357,105.25,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
358,30.75,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
359,97.1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
360,20.2,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
361,98.8,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
362,50.3,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
363,20.55,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
364,75.9,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
365,96.5,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
366,59.95,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
367,19.15,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
368,98.65,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
369,112.6,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
370,20.6,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
371,85.65,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
372,35.75,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
373,99.75,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
374,96.1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
375,85.1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
376,25.35,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
377,104.95,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
378,89.65,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
379,86.75,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
380,86.2,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
381,50.65,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
382,64.8,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
383,90.85,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
384,108.1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
385,19.95,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
386,85.45,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
387,54.75,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
388,90.4,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
389,44.0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
390,95.6,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
391,84.8,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
392,44.3,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
393,19.9,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
394,95.05,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
395,90.05,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
396,109.9,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
397,73.95,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
398,54.6,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
399,20.05,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
400,19.75,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
401,20.05,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
402,99.45,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
403,55.9,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
404,19.7,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
405,19.8,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
406,95.4,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
407,93.95,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
408,19.9,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
409,19.6,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
410,81.35,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
411,24.45,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
412,74.95,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
413,87.35,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
414,70.65,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
415,73.25,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
416,98.7,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
417,24.8,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
418,83.3,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
419,75.3,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
420,24.3,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
421,69.85,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
422,100.55,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
423,25.7,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
424,40.7,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
425,51.65,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
426,105.1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
427,85.95,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
428,75.6,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
429,58.25,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
430,19.4,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
431,65.2,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
432,53.45,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
433,45.4,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
434,19.75,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
435,44.45,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
436,20.85,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
437,114.05,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
438,89.85,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
439,55.05,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
440,112.95,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
441,101.55,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
442,114.65,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
443,64.8,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
444,80.4,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
445,105.9,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
446,69.55,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
447,25.05,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
448,94.75,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
449,105.5,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0
450,24.7,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
451,69.75,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
452,60.2,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
453,81.05,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
454,24.4,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
455,104.15,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
456,92.9,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
457,80.8,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
458,20.0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
459,75.1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
460,19.65,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
461,69.45,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
462,101.15,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
463,99.8,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
464,116.05,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
465,40.05,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
466,102.1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
467,89.7,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
468,19.9,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
469,55.95,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
470,20.65,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
471,55.0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
472,70.05,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
473,53.6,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
474,74.7,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
475,80.25,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
476,76.05,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
477,75.7,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
478,96.1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
479,69.0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
480,19.65,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
481,45.3,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
482,81.45,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
483,108.5,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
484,83.55,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
485,84.5,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
486,100.15,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
487,88.6,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
488,52.55,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
489,74.35,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
490,104.8,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
491,59.0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
492,74.4,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
493,64.05,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
494,20.4,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
495,43.75,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
496,60.9,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
497,19.8,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
498,28.45,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
499,99.7,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
500,116.25,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
501,80.7,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
502,65.2,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
503,84.05,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
504,79.45,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
505,94.1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
506,78.0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
507,94.2,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
508,80.5,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
509,19.85,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
510,94.3,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
511,106.45,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
512,74.35,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
513,105.45,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
514,95.0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
515,104.8,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
516,54.3,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
517,70.05,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
518,75.2,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
519,20.05,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
520,105.4,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
521,51.6,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
522,85.5,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
523,75.6,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
524,100.05,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
525,91.25,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
526,115.75,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
527,94.7,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
528,19.6,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
529,99.9,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
530,21.1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
531,20.05,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
532,79.95,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
533,107.15,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
534,85.0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
535,89.55,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
536,81.55,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
537,58.45,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
538,95.65,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
539,80.6,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
540,113.1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
541,58.95,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
542,19.55,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
543,86.05,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
544,45.55,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
545,78.95,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
546,86.3,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
547,105.05,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
548,101.9,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
549,19.75,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
550,110.3,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
551,115.6,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
552,19.35,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
553,25.6,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
554,80.35,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
555,68.75,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
556,19.9,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
557,70.6,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
558,70.2,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
559,49.3,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
560,107.25,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
561,23.6,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
562,69.7,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
563,99.5,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
564,64.3,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
565,70.85,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
566,101.9,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
567,73.5,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
568,100.25,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
569,40.4,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
570,19.25,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
571,59.6,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
572,64.9,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
573,100.3,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
574,110.85,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
575,81.05,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
576,98.05,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
577,70.5,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
578,94.55,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
579,19.65,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
580,19.0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
581,75.3,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
582,89.2,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
583,19.0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
584,20.0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
585,85.7,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
586,63.25,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
587,20.1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
588,99.15,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
589,90.4,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
590,111.9,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
591,24.9,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
592,83.5,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
593,84.3,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
